ALLCOINS ANALYSIS

#BTC
1/ Autocorrelations of series ‘X’, by lag

   -17    -16    -15    -14    -13    -12    -11    -10     -9     -8     -7     -6     -5     -4     -3     -2     -1      0 
-0.042  0.003 -0.015 -0.056 -0.064 -0.042 -0.061 -0.006 -0.069 -0.094  0.016 -0.117 -0.069 -0.114  0.015 -0.063 -0.061 -0.042 
     1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17 
 0.169  0.082  0.154  0.075  0.184  0.168  0.107  0.133  0.121  0.089 -0.014  0.072  0.107  0.065  0.103  0.139  0.005 

2/ Tests for zero cross-correlation of x and y

|  Lag|     CC|  Stand. CB(95%)|  Robust CB(95%)|  Lag|      t| p-value| t-tilde| p-value|  Lag|     HB| p-value| Q-tilde| p-value|
|   96| -0.003| (-0.189, 0.189)| (-0.032, 0.032)|   96| -0.035|   0.972|  -0.207|   0.836|   96|  66.056|   0.993|  78.652|   0.913|
|   97| -0.007| (-0.189, 0.189)| (-0.072, 0.072)|   97| -0.068|   0.946|  -0.177|   0.860|   97|  66.101|   0.994|  78.683|   0.924|
|   98| -0.018| (-0.189, 0.189)| (-0.043, 0.043)|   98| -0.187|   0.852|  -0.827|   0.408|   98|  66.477|   0.995|  79.367|   0.927|
|   99|  0.026| (-0.189, 0.189)| (-0.044, 0.044)|   99|  0.273|   0.785|   1.170|   0.242|   99|  67.369|   0.995|  80.737|   0.921|
|  100| -0.007| (-0.189, 0.189)| (-0.045, 0.045)|  100| -0.076|   0.939|  -0.321|   0.748|  100|  67.448|   0.996|  80.840|   0.930|
|  101| -0.002| (-0.189, 0.189)| (-0.041, 0.041)|  101| -0.023|   0.981|  -0.108|   0.914|  101|  67.456|   0.997|  80.852|   0.939|
|  102|  0.031| (-0.189, 0.189)| (-0.043, 0.043)|  102|  0.321|   0.748|   1.420|   0.156|  102|  69.307|   0.996|  82.867|   0.928|
|  103| -0.011| (-0.189, 0.189)| (-0.029, 0.029)|  103| -0.118|   0.906|  -0.754|   0.451|  103|  69.606|   0.996|  83.437|   0.931|
|  104|  0.014| (-0.189, 0.189)| (-0.027, 0.027)|  104|  0.141|   0.888|   0.986|   0.324|  104|  70.141|   0.996|  84.409|   0.930|
|  105| -0.048| (-0.189, 0.189)| (-0.097, 0.097)|  105| -0.495|   0.620|  -0.962|   0.336|  105|  78.968|   0.977|  85.334|   0.930|
|  106| -0.007| (-0.189, 0.189)| (-0.014, 0.014)|  106| -0.072|   0.943|  -1.005|   0.315|  106|  79.248|   0.980|  86.343|   0.929|
|  107|  0.000| (-0.189, 0.189)| ( 0.000, 0.000)|  107|  0.000|   1.000|  -1.000|   0.317|  107|  79.248|   0.983|  87.343|   0.928|





#DOGE

1/ Autocorrelations of series ‘X’, by lag

   -17    -16    -15    -14    -13    -12    -11    -10     -9     -8     -7     -6     -5     -4     -3     -2     -1      0 
-0.132 -0.054 -0.065 -0.042  0.047 -0.026 -0.132  0.004  0.044 -0.031 -0.013 -0.001 -0.095 -0.064 -0.092  0.013  0.000 -0.039 
     1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17 
-0.003  0.025  0.095  0.035  0.135  0.078  0.092 -0.032  0.017 -0.054  0.014  0.013 -0.026 -0.060  0.019  0.008 -0.023 

2/ Tests for zero cross-correlation of x and y

|  Lag|     CC|  Stand. CB(95%)|  Robust CB(95%)|  Lag|      t| p-value| t-tilde| p-value|  Lag|      HB| p-value| Q-tilde| p-value|
|----:|------:|---------------:|---------------:|----:|------:|-------:|-------:|-------:|----:|-------:|-------:|-------:|-------:|
| -107|  0.000| (-0.189, 0.189)| ( 0.000, 0.000)| -107|  0.002|   0.998|   1.000|   0.317| -107| 163.913|   0.000|  92.295|   0.860|
| -106|  0.005| (-0.189, 0.189)| (-0.010, 0.010)| -106|  0.055|   0.956|   1.071|   0.284| -106| 163.912|   0.000|  91.295|   0.861|
| -105|  0.007| (-0.189, 0.189)| (-0.016, 0.016)| -105|  0.077|   0.939|   0.886|   0.376| -105| 163.748|   0.000|  90.149|   0.865|
| -104|  0.001| (-0.189, 0.189)| (-0.005, 0.005)| -104|  0.014|   0.989|   0.480|   0.631| -104| 163.535|   0.000|  89.364|   0.862|
| -103|  0.013| (-0.189, 0.189)| (-0.019, 0.019)| -103|  0.131|   0.896|   1.290|   0.197| -103| 163.530|   0.000|  89.133|   0.850|
| -102|  0.015| (-0.189, 0.189)| (-0.023, 0.023)| -102|  0.159|   0.874|   1.304|   0.192| -102| 163.158|   0.000|  87.469|   0.863|
| -101|  0.001| (-0.189, 0.189)| (-0.011, 0.011)| -101|  0.006|   0.995|   0.101|   0.919| -101| 162.704|   0.000|  85.769|   0.876|
| -100|  0.001| (-0.189, 0.189)| (-0.016, 0.016)| -100|  0.009|   0.992|   0.113|   0.910| -100| 162.703|   0.000|  85.759|   0.861|
|  -99|  0.021| (-0.189, 0.189)| (-0.022, 0.022)|  -99|  0.215|   0.829|   1.879|   0.060|  -99| 162.702|   0.000|  85.746|   0.844|
|  -98|  0.036| (-0.189, 0.189)| (-0.063, 0.063)|  -98|  0.378|   0.705|   1.126|   0.260|  -98| 162.145|   0.000|  82.217|   0.889|
|  -97|  0.037| (-0.189, 0.189)| (-0.096, 0.096)|  -97|  0.389|   0.697|   0.766|   0.444|  -97| 160.601|   0.000|  80.950|   0.894|
|  -96|  0.014| (-0.189, 0.189)| (-0.047, 0.047)|  -96|  0.144|   0.886|   0.582|   0.560|  -96| 159.116|   0.000|  80.363|   0.889|
|  -95|  0.139| (-0.189, 0.189)| (-0.230, 0.230)|  -95|  1.443|   0.149|   1.184|   0.236|  -95| 158.929|   0.000|  80.024|   0.880|
|  -94|  0.121| (-0.189, 0.189)| (-0.213, 0.213)|  -94|  1.261|   0.207|   1.115|   0.265|  -94| 141.635|   0.001|  78.623|   0.888|
|  -93|  0.093| (-0.189, 0.189)| (-0.172, 0.172)|  -93|  0.963|   0.336|   1.056|   0.291|  -93| 129.368|   0.009|  77.378|   0.893|
|  -92|  0.091| (-0.189, 0.189)| (-0.142, 0.142)|  -92|  0.941|   0.347|   1.247|   0.213|  -92| 122.696|   0.021|  76.263|   0.896|
|  -91|  0.124| (-0.189, 0.189)| (-0.152, 0.152)|  -91|  1.289|   0.197|   1.600|   0.110|  -91| 116.717|   0.042|  74.709|   0.906|
|  -90|  0.100| (-0.189, 0.189)| (-0.127, 0.127)|  -90|  1.036|   0.300|   1.534|   0.125|  -90| 106.164|   0.132|  72.150|   0.927|
|  -89|  0.042| (-0.189, 0.189)| (-0.092, 0.092)|  -89|  0.440|   0.660|   0.906|   0.365|  -89|  99.718|   0.227|  69.798|   0.944|
|  -88|  0.000| (-0.189, 0.189)| (-0.067, 0.067)|  -88|  0.004|   0.997|   0.012|   0.990|  -88|  98.617|   0.228|  68.977|   0.943|
|  -87|  0.007| (-0.189, 0.189)| (-0.063, 0.063)|  -87|  0.075|   0.940|   0.223|   0.823|  -87|  98.617|   0.206|  68.976|   0.933|
|  -86| -0.024| (-0.189, 0.189)| (-0.114, 0.114)|  -86| -0.251|   0.802|  -0.414|   0.679|  -86|  98.588|   0.186|  68.926|   0.923|
|  -85| -0.101| (-0.189, 0.189)| (-0.144, 0.144)|  -85| -1.051|   0.293|  -1.375|   0.169|  -85|  98.278|   0.172|  68.755|   0.914|
|  -84| -0.085| (-0.189, 0.189)| (-0.127, 0.127)|  -84| -0.880|   0.379|  -1.311|   0.190|  -84|  93.093|   0.257|  66.864|   0.927|
|  -83| -0.049| (-0.189, 0.189)| (-0.090, 0.090)|  -83| -0.513|   0.608|  -1.071|   0.284|  -83|  89.608|   0.318|  65.145|   0.937|
|  -82| -0.043| (-0.189, 0.189)| (-0.090, 0.090)|  -82| -0.443|   0.657|  -0.924|   0.355|  -82|  88.471|   0.320|  63.998|   0.940|
|  -81| -0.038| (-0.189, 0.189)| (-0.086, 0.086)|  -81| -0.393|   0.694|  -0.863|   0.388|  -81|  87.655|   0.314|  63.144|   0.939|
|  -80| -0.011| (-0.189, 0.189)| (-0.071, 0.071)|  -80| -0.111|   0.911|  -0.295|   0.768|  -80|  87.036|   0.303|  62.399|   0.938|
|  -79|  0.045| (-0.189, 0.189)| (-0.106, 0.106)|  -79|  0.470|   0.638|   0.840|   0.401|  -79|  86.988|   0.278|  62.312|   0.928|
|  -78|  0.012| (-0.189, 0.189)| (-0.095, 0.095)|  -78|  0.126|   0.899|   0.251|   0.802|  -78|  86.164|   0.272|  61.607|   0.926|
|  -77|  0.054| (-0.189, 0.189)| (-0.151, 0.151)|  -77|  0.563|   0.573|   0.701|   0.483|  -77|  86.107|   0.248|  61.544|   0.915|
|  -76|  0.048| (-0.189, 0.189)| (-0.136, 0.136)|  -76|  0.500|   0.617|   0.694|   0.487|  -76|  85.001|   0.249|  61.052|   0.909|
|  -75| -0.018| (-0.189, 0.189)| (-0.161, 0.161)|  -75| -0.184|   0.854|  -0.216|   0.829|  -75|  84.158|   0.244|  60.570|   0.902|
|  -74|  0.051| (-0.189, 0.189)| (-0.121, 0.121)|  -74|  0.529|   0.597|   0.822|   0.411|  -74|  84.047|   0.222|  60.524|   0.887|
|  -73| -0.067| (-0.189, 0.189)| (-0.170, 0.170)|  -73| -0.692|   0.489|  -0.767|   0.443|  -73|  83.159|   0.218|  59.848|   0.883|
|  -72| -0.007| (-0.189, 0.189)| (-0.183, 0.183)|  -72| -0.071|   0.943|  -0.073|   0.941|  -72|  81.681|   0.228|  59.259|   0.877|
|  -71|  0.013| (-0.189, 0.189)| (-0.170, 0.170)|  -71|  0.133|   0.894|   0.148|   0.882|  -71|  81.666|   0.204|  59.254|   0.859|
|  -70|  0.060| (-0.189, 0.189)| (-0.112, 0.112)|  -70|  0.620|   0.536|   1.043|   0.297|  -70|  81.614|   0.183|  59.232|   0.839|
|  -69|  0.032| (-0.189, 0.189)| (-0.121, 0.121)|  -69|  0.329|   0.742|   0.514|   0.607|  -69|  80.523|   0.183|  48.300|   0.978|
|  -68|  0.050| (-0.189, 0.189)| (-0.124, 0.124)|  -68|  0.515|   0.607|   0.786|   0.432|  -68|  80.224|   0.168|  48.036|   0.974|
|  -67|  0.067| (-0.189, 0.189)| (-0.142, 0.142)|  -67|  0.698|   0.485|   0.927|   0.354|  -67|  79.507|   0.160|  47.419|   0.973|
|  -66|  0.161| (-0.189, 0.189)| (-0.208, 0.208)|  -66|  1.678|   0.093|   1.518|   0.129|  -66|  78.225|   0.164|  46.560|   0.973|
|  -65|  0.143| (-0.189, 0.189)| (-0.187, 0.187)|  -65|  1.486|   0.137|   1.501|   0.133|  -65|  70.985|   0.315|  44.257|   0.982|
|  -64|  0.069| (-0.189, 0.189)| (-0.147, 0.147)|  -64|  0.719|   0.472|   0.925|   0.355|  -64|  65.437|   0.461|  42.003|   0.988|
|  -63|  0.096| (-0.189, 0.189)| (-0.182, 0.182)|  -63|  0.998|   0.318|   1.035|   0.301|  -63|  64.168|   0.471|  39.418|   0.993|
|  -62|  0.032| (-0.189, 0.189)| (-0.166, 0.166)|  -62|  0.329|   0.742|   0.374|   0.708|  -62|  61.777|   0.520|  38.347|   0.994|
|  -61| -0.053| (-0.189, 0.189)| (-0.203, 0.203)|  -61| -0.551|   0.581|  -0.511|   0.609|  -61|  61.522|   0.493|  27.733|   1.000|
|  -60| -0.006| (-0.189, 0.189)| (-0.186, 0.186)|  -60| -0.064|   0.949|  -0.065|   0.948|  -60|  60.823|   0.482|  27.471|   1.000|
|  -59| -0.041| (-0.189, 0.189)| (-0.160, 0.160)|  -59| -0.428|   0.668|  -0.506|   0.613|  -59|  60.814|   0.446|  27.467|   1.000|
|  -58|  0.041| (-0.189, 0.189)| (-0.194, 0.194)|  -58|  0.427|   0.669|   0.416|   0.677|  -58|  60.410|   0.425|  27.211|   1.000|
|  -57|  0.055| (-0.189, 0.189)| (-0.174, 0.174)|  -57|  0.569|   0.569|   0.617|   0.537|  -57|  60.016|   0.403|  27.038|   1.000|
|  -56|  0.065| (-0.189, 0.189)| (-0.151, 0.151)|  -56|  0.674|   0.500|   0.843|   0.399|  -56|  59.331|   0.391|  26.657|   1.000|
|  -55|  0.069| (-0.189, 0.189)| (-0.137, 0.137)|  -55|  0.714|   0.475|   0.987|   0.324|  -55|  58.388|   0.388|  26.420|   1.000|
|  -54| -0.072| (-0.189, 0.189)| (-0.162, 0.162)|  -54| -0.751|   0.453|  -0.871|   0.384|  -54|  57.348|   0.388|  25.446|   1.000|
|  -53|  0.015| (-0.189, 0.189)| (-0.234, 0.234)|  -53|  0.154|   0.878|   0.124|   0.902|  -53|  56.222|   0.392|  24.687|   1.000|
|  -52| -0.083| (-0.189, 0.189)| (-0.258, 0.258)|  -52| -0.864|   0.388|  -0.631|   0.528|  -52|  56.175|   0.357|  24.417|   1.000|
|  -51| -0.154| (-0.189, 0.189)| (-0.255, 0.255)|  -51| -1.603|   0.109|  -1.184|   0.236|  -51|  54.735|   0.371|  24.019|   1.000|
|  -50| -0.130| (-0.189, 0.189)| (-0.196, 0.196)|  -50| -1.352|   0.177|  -1.298|   0.194|  -50|  49.869|   0.519|  22.617|   1.000|
|  -49| -0.144| (-0.189, 0.189)| (-0.176, 0.176)|  -49| -1.496|   0.135|  -1.604|   0.109|  -49|  46.467|   0.616|  22.606|   1.000|
|  -48| -0.065| (-0.189, 0.189)| (-0.134, 0.134)|  -48| -0.675|   0.499|  -0.952|   0.341|  -48|  42.370|   0.737|  20.032|   1.000|
|  -47| -0.118| (-0.189, 0.189)| (-0.105, 0.105)|  -47| -1.231|   0.218|  -2.219|   0.027|  -47|  41.549|   0.733|  19.125|   1.000|
|  -46| -0.122| (-0.189, 0.189)| (-0.092, 0.092)|  -46| -1.268|   0.205|  -2.600|   0.009|  -46|  38.867|   0.795|  14.202|   1.000|
|  -45| -0.073| (-0.189, 0.189)| (-0.106, 0.106)|  -45| -0.761|   0.447|  -1.359|   0.174|  -45|  36.064|   0.853|   7.443|   1.000|
|  -44| -0.061| (-0.189, 0.189)| (-0.139, 0.139)|  -44| -0.632|   0.527|  -0.860|   0.390|  -44|  35.072|   0.856|   6.875|   1.000|
|  -43| -0.136| (-0.189, 0.189)| (-0.149, 0.149)|  -43| -1.411|   0.158|  -1.786|   0.074|  -43|  34.398|   0.850|   6.136|   1.000|
|  -42|  0.008| (-0.189, 0.189)| (-0.198, 0.198)|  -42|  0.082|   0.935|   0.078|   0.938|  -42|  31.091|   0.912|   0.853|   1.000|
|  -41| -0.032| (-0.189, 0.189)| (-0.225, 0.225)|  -41| -0.336|   0.737|  -0.282|   0.778|  -41|  31.080|   0.892|   0.847|   1.000|
|  -40|  0.003| (-0.189, 0.189)| (-0.204, 0.204)|  -40|  0.032|   0.974|   0.030|   0.976|  -40|  30.898|   0.874|   0.768|   1.000|
|  -39| -0.044| (-0.189, 0.189)| (-0.190, 0.190)|  -39| -0.461|   0.645|  -0.457|   0.648|  -39|  30.896|   0.849|   0.767|   1.000|
|  -38| -0.053| (-0.189, 0.189)| (-0.141, 0.141)|  -38| -0.546|   0.585|  -0.729|   0.466|  -38|  30.563|   0.831|      NA|      NA|
|  -37|  0.024| (-0.189, 0.189)| (-0.196, 0.196)|  -37|  0.246|   0.806|   0.237|   0.813|  -37|  30.103|   0.816|  20.431|   0.991|
|  -36|  0.085| (-0.189, 0.189)| (-0.211, 0.211)|  -36|  0.881|   0.378|   0.786|   0.432|  -36|  30.011|   0.786|  20.375|   0.988|
|  -35|  0.059| (-0.189, 0.189)| (-0.211, 0.211)|  -35|  0.612|   0.540|   0.549|   0.583|  -35|  28.848|   0.796|  16.971|   0.997|
|  -34|  0.049| (-0.189, 0.189)| (-0.175, 0.175)|  -34|  0.512|   0.608|   0.551|   0.582|  -34|  28.293|   0.782|  16.670|   0.996|
|  -33| -0.028| (-0.189, 0.189)| (-0.151, 0.151)|  -33| -0.288|   0.773|  -0.359|   0.720|  -33|  27.910|   0.760|  16.366|   0.995|
|  -32| -0.070| (-0.189, 0.189)| (-0.134, 0.134)|  -32| -0.731|   0.465|  -1.025|   0.305|  -32|  27.790|   0.724|  15.664|   0.995|
|  -31| -0.034| (-0.189, 0.189)| (-0.160, 0.160)|  -31| -0.351|   0.726|  -0.413|   0.680|  -31|  27.032|   0.716|  14.669|   0.996|
|  -30|  0.046| (-0.189, 0.189)| (-0.168, 0.168)|  -30|  0.479|   0.632|   0.537|   0.592|  -30|  26.859|   0.679|  14.499|   0.995|
|  -29| -0.006| (-0.189, 0.189)| (-0.247, 0.247)|  -29| -0.058|   0.954|  -0.044|   0.965|  -29|  26.542|   0.647|  14.211|   0.993|
|  -28| -0.034| (-0.189, 0.189)| (-0.240, 0.240)|  -28| -0.357|   0.721|  -0.280|   0.779|  -28|  26.538|   0.597|  14.209|   0.990|
|  -27| -0.006| (-0.189, 0.189)| (-0.239, 0.239)|  -27| -0.067|   0.947|  -0.053|   0.958|  -27|  26.366|   0.553|  14.130|   0.986|
|  -26| -0.047| (-0.189, 0.189)| (-0.199, 0.199)|  -26| -0.487|   0.627|  -0.461|   0.644|  -26|  26.360|   0.499|  14.127|   0.980|
|  -25|  0.063| (-0.189, 0.189)| (-0.271, 0.271)|  -25|  0.651|   0.515|   0.453|   0.651|  -25|  26.048|   0.460|  14.118|   0.971|
|  -24|  0.015| (-0.189, 0.189)| (-0.285, 0.285)|  -24|  0.152|   0.879|   0.101|   0.920|  -24|  25.496|   0.435|  13.913|   0.963|
|  -23|  0.035| (-0.189, 0.189)| (-0.241, 0.241)|  -23|  0.367|   0.714|   0.287|   0.774|  -23|  25.467|   0.381|  13.903|   0.949|
|  -22| -0.176| (-0.189, 0.189)| (-0.209, 0.209)|  -22| -1.833|   0.067|  -1.656|   0.098|  -22|  25.296|   0.335|  13.384|   0.943|
|  -21| -0.156| (-0.189, 0.189)| (-0.188, 0.188)|  -21| -1.624|   0.104|  -1.628|   0.103|  -21|  21.075|   0.516|  10.640|   0.980|
|  -20| -0.105| (-0.189, 0.189)| (-0.151, 0.151)|  -20| -1.087|   0.277|  -1.360|   0.174|  -20|  17.803|   0.661|      NA|      NA|
|  -19| -0.134| (-0.189, 0.189)| (-0.270, 0.270)|  -19| -1.394|   0.163|  -0.972|   0.331|  -19|  16.351|   0.695|      NA|      NA|
|  -18| -0.201| (-0.189, 0.189)| (-0.276, 0.276)|  -18| -2.084| **0.037|  -1.422|   0.155|  -18|  13.994|   0.784|      NA|      NA|
|  -17| -0.132| (-0.189, 0.189)| (-0.244, 0.244)|  -17| -1.374|   0.169|  -1.063|   0.288|  -17|   8.782|   0.965|      NA|      NA|
|  -16| -0.054| (-0.189, 0.189)| (-0.164, 0.164)|  -16| -0.561|   0.575|  -0.644|   0.520|  -16|   6.541|   0.989|      NA|      NA|
|  -15| -0.065| (-0.189, 0.189)| (-0.133, 0.133)|  -15| -0.675|   0.500|  -0.957|   0.339|  -15|   6.172|   0.986|      NA|      NA|
|  -14| -0.042| (-0.189, 0.189)| (-0.121, 0.121)|  -14| -0.441|   0.659|  -0.689|   0.491|  -14|   5.643|   0.985|      NA|      NA|
|  -13|  0.047| (-0.189, 0.189)| (-0.138, 0.138)|  -13|  0.483|   0.629|   0.661|   0.509|  -13|   5.419|   0.979|  18.491|   0.185|
|  -12| -0.026| (-0.189, 0.189)| (-0.124, 0.124)|  -12| -0.271|   0.787|  -0.411|   0.681|  -12|   5.154|   0.972|      NA|      NA|
|  -11| -0.132| (-0.189, 0.189)| (-0.166, 0.166)|  -11| -1.374|   0.169|  -1.558|   0.119|  -11|   5.071|   0.956|      NA|      NA|
|  -10|  0.004| (-0.189, 0.189)| (-0.209, 0.209)|  -10|  0.043|   0.966|   0.039|   0.969|  -10|   2.969|   0.991|      NA|      NA|
|   -9|  0.044| (-0.189, 0.189)| (-0.187, 0.187)|   -9|  0.459|   0.646|   0.463|   0.644|   -9|   2.967|   0.982|      NA|      NA|
|   -8| -0.031| (-0.189, 0.189)| (-0.183, 0.183)|   -8| -0.322|   0.748|  -0.332|   0.740|   -8|   2.738|   0.974|      NA|      NA|
|   -7| -0.013| (-0.189, 0.189)| (-0.157, 0.157)|   -7| -0.139|   0.890|  -0.167|   0.867|   -7|   2.626|   0.956|      NA|      NA|
|   -6| -0.001| (-0.189, 0.189)| (-0.148, 0.148)|   -6| -0.007|   0.994|  -0.009|   0.993|   -6|   2.605|   0.919|      NA|      NA|
|   -5| -0.095| (-0.189, 0.189)| (-0.170, 0.170)|   -5| -0.989|   0.323|  -1.096|   0.273|   -5|   2.605|   0.857|      NA|      NA|
|   -4| -0.064| (-0.189, 0.189)| (-0.153, 0.153)|   -4| -0.665|   0.506|  -0.821|   0.412|   -4|   1.579|   0.904|      NA|      NA|
|   -3| -0.092| (-0.189, 0.189)| (-0.141, 0.141)|   -3| -0.957|   0.339|  -1.284|   0.199|   -3|   1.119|   0.891|      NA|      NA|
|   -2|  0.013| (-0.189, 0.189)| (-0.136, 0.136)|   -2|  0.130|   0.896|   0.181|   0.856|   -2|   0.178|   0.981|   0.672|   0.880|
|   -1|  0.000| (-0.189, 0.189)| (-0.181, 0.181)|   -1|  0.000|   1.000|   0.000|   1.000|   -1|   0.161|   0.923|   0.199|   0.905|
|    0| -0.039| (-0.189, 0.189)| (-0.169, 0.169)|    0| -0.401|   0.689|  -0.446|   0.655|    0|   0.161|   0.689|   0.199|   0.655|
|    1| -0.003| (-0.189, 0.189)| (-0.161, 0.161)|    1| -0.032|   0.974|  -0.038|   0.970|    1|   0.162|   0.922|   0.201|   0.905|
|    2|  0.025| (-0.189, 0.189)| (-0.153, 0.153)|    2|  0.255|   0.799|   0.315|   0.753|    2|   0.228|   0.973|   0.300|   0.960|
|    3|  0.095| (-0.189, 0.189)| (-0.160, 0.160)|    3|  0.989|   0.323|   1.163|   0.245|    3|   1.234|   0.872|   1.653|   0.799|
|    4|  0.035| (-0.189, 0.189)| (-0.151, 0.151)|    4|  0.363|   0.716|   0.454|   0.650|    4|   1.372|   0.927|   1.859|   0.868|
|    5|  0.135| (-0.189, 0.189)| (-0.162, 0.162)|    5|  1.404|   0.160|   1.632|   0.103|    5|   3.437|   0.752|   4.521|   0.607|
|    6|  0.078| (-0.189, 0.189)| (-0.130, 0.130)|    6|  0.814|   0.416|   1.184|   0.236|    6|   4.138|   0.764|   5.923|   0.549|
|    7|  0.092| (-0.189, 0.189)| (-0.143, 0.143)|    7|  0.960|   0.337|   1.267|   0.205|    7|   5.123|   0.744|   7.528|   0.481|
|    8| -0.032| (-0.189, 0.189)| (-0.168, 0.168)|    8| -0.336|   0.737|  -0.378|   0.705|    8|   5.245|   0.812|   7.671|   0.568|
|    9|  0.017| (-0.189, 0.189)| (-0.160, 0.160)|    9|  0.174|   0.862|   0.205|   0.837|    9|   5.278|   0.872|   7.713|   0.657|
|   10| -0.054| (-0.189, 0.189)| (-0.239, 0.239)|   10| -0.565|   0.572|  -0.447|   0.655|   10|   5.631|   0.897|   7.912|   0.721|
|   11|  0.014| (-0.189, 0.189)| (-0.206, 0.206)|   11|  0.150|   0.880|   0.137|   0.891|   11|   5.656|   0.932|   7.931|   0.790|
|   12|  0.013| (-0.189, 0.189)| (-0.162, 0.162)|   12|  0.134|   0.894|   0.156|   0.876|   12|   5.676|   0.957|   7.955|   0.846|
|   13| -0.026| (-0.189, 0.189)| (-0.121, 0.121)|   13| -0.271|   0.787|  -0.422|   0.673|   13|   5.759|   0.972|   8.134|   0.882|
|   14| -0.060| (-0.189, 0.189)| (-0.115, 0.115)|   14| -0.627|   0.531|  -1.032|   0.302|   14|   6.211|   0.976|   9.198|   0.867|
|   15|  0.019| (-0.189, 0.189)| (-0.120, 0.120)|   15|  0.201|   0.841|   0.317|   0.752|   15|   6.258|   0.985|   9.881|   0.873|
|   16|  0.008| (-0.189, 0.189)| (-0.121, 0.121)|   16|  0.088|   0.930|   0.137|   0.891|   16|   6.267|   0.991|   9.900|   0.908|
|   17| -0.023| (-0.189, 0.189)| (-0.109, 0.109)|   17| -0.242|   0.809|  -0.417|   0.676|   17|   6.336|   0.995|  10.074|   0.929|
|   18| -0.029| (-0.189, 0.189)| (-0.103, 0.103)|   18| -0.305|   0.760|  -0.562|   0.574|   18|   6.448|   0.997|  10.390|   0.943|
|   19| -0.039| (-0.189, 0.189)| (-0.116, 0.116)|   19| -0.407|   0.684|  -0.664|   0.506|   19|   6.649|   0.998|  10.831|   0.950|
|   20| -0.088| (-0.189, 0.189)| (-0.111, 0.111)|   20| -0.914|   0.361|  -1.549|   0.121|   20|   7.673|   0.996|  13.232|   0.900|
|   21| -0.010| (-0.189, 0.189)| (-0.109, 0.109)|   21| -0.102|   0.918|  -0.177|   0.859|   21|   7.686|   0.998|  13.263|   0.926|
|   22|  0.058| (-0.189, 0.189)| (-0.108, 0.108)|   22|  0.600|   0.548|   1.044|   0.297|   22|   8.139|   0.998|  14.352|   0.916|
|   23|  0.025| (-0.189, 0.189)| (-0.114, 0.114)|   23|  0.263|   0.793|   0.435|   0.663|   23|   8.226|   0.999|  14.542|   0.933|
|   24| -0.012| (-0.189, 0.189)| (-0.102, 0.102)|   24| -0.130|   0.897|  -0.239|   0.811|   24|   8.248|   0.999|  14.599|   0.950|
|   25| -0.057| (-0.189, 0.189)| (-0.108, 0.108)|   25| -0.597|   0.550|  -1.042|   0.297|   25|   8.712|   0.999|  16.240|   0.930|
|   26|  0.008| (-0.189, 0.189)| (-0.119, 0.119)|   26|  0.088|   0.930|   0.139|   0.889|   26|   8.722|   1.000|  16.259|   0.948|
|   27|  0.062| (-0.189, 0.189)| (-0.131, 0.131)|   27|  0.649|   0.516|   0.936|   0.349|   27|   9.284|   1.000|  17.136|   0.946|
|   28| -0.003| (-0.189, 0.189)| (-0.120, 0.120)|   28| -0.031|   0.975|  -0.049|   0.961|   28|   9.285|   1.000|  17.138|   0.960|
|   29|  0.048| (-0.189, 0.189)| (-0.107, 0.107)|   29|  0.504|   0.614|   0.885|   0.376|   29|   9.633|   1.000|  17.922|   0.960|
|   30|  0.042| (-0.189, 0.189)| (-0.115, 0.115)|   30|  0.439|   0.661|   0.721|   0.471|   30|   9.900|   1.000|  18.442|   0.964|
|   31|  0.000| (-0.189, 0.189)| (-0.126, 0.126)|   31|  0.002|   0.998|   0.003|   0.998|   31|   9.900|   1.000|  18.442|   0.973|
|   32|  0.054| (-0.189, 0.189)| (-0.120, 0.120)|   32|  0.557|   0.578|   0.873|   0.383|   32|  10.340|   1.000|  19.144|   0.974|
|   33|  0.075| (-0.189, 0.189)| (-0.129, 0.129)|   33|  0.783|   0.433|   1.148|   0.251|   33|  11.223|   1.000|  20.462|   0.968|
|   34|  0.004| (-0.189, 0.189)| (-0.122, 0.122)|   34|  0.045|   0.964|   0.070|   0.944|   34|  11.226|   1.000|  20.466|   0.976|
|   35|  0.039| (-0.189, 0.189)| (-0.084, 0.084)|   35|  0.400|   0.689|   0.893|   0.372|   35|  11.463|   1.000|  21.265|   0.976|
|   36| -0.011| (-0.189, 0.189)| (-0.093, 0.093)|   36| -0.112|   0.911|  -0.228|   0.820|   36|  11.482|   1.000|  21.316|   0.982|
|   37|  0.049| (-0.189, 0.189)| (-0.111, 0.111)|   37|  0.512|   0.609|   0.870|   0.384|   37|  11.881|   1.000|  22.073|   0.982|
|   38|  0.045| (-0.189, 0.189)| (-0.104, 0.104)|   38|  0.465|   0.642|   0.848|   0.397|   38|  12.215|   1.000|  22.792|   0.982|
|   39|  0.017| (-0.189, 0.189)| (-0.095, 0.095)|   39|  0.175|   0.861|   0.345|   0.730|   39|  12.262|   1.000|  22.802|   0.987|
|   40|  0.056| (-0.189, 0.189)| (-0.097, 0.097)|   40|  0.586|   0.558|   1.138|   0.255|   40|  12.808|   1.000|  25.053|   0.976|
